Подача;Куда ехать;Важная;В пути;Завершен;Время заказа;Время на заказе;На месте;Отмена;Время подачи;Принят;Время создания;Дата заказа;Деталировка поездки;Детское кресло;Затратный центр;Источник;Категории;Километраж;Количество;Компания;Координаты;Координаты куда;Кост Код;Купон;Купон (%);НДС;#;Опции;Ответственный;Подразделение;Подразделение;Позывной;Показывать номер;Примечание;Принят водителем;Причина отказа;Район;Район куда;Расчёт;Расчёт;СЛИП;Служебная информация;СМС;Создал;Способ оплаты;Статус;Тип;ТС;Цель поездки;ID;old_uuid
Рядом с: проспект Добролюбова;До пункта: Петроградская набережная, 36А;;12.12.2017 10:55;12.12.2017 11:05;12.12.2017 10:56;0:09:46;12.12.2017 10:52;;0:00:53;12.12.2017 10:51;12.12.2017 10:51;12.12.2017 10:56;;0;;;1;;0;;30.3065360679,59.9493737993;30.334176,59.962994;;0;;27,54;5057;2048;;;;614178;;;;;;;0;12.12.2017 10:51;;;;;Безналичные;Завершен;Яндекс.Безналичный;Chevrolet Cruze;;6d669d65e9f4479eb4191d3b80ea61bd;
Рядом с: проспект Большевиков;До пункта: деревня Колтуши,;;12.12.2017 10:56;12.12.2017 11:24;12.12.2017 10:54;0:28:22;12.12.2017 10:56;;0:08:20;12.12.2017 10:48;12.12.2017 10:47;12.12.2017 10:54;;0;;;2;;0;;30.4827638475,59.906019318;30.660947,59.934533;;0;;125,64;5056;0;;;;537178;;;;;;;0;12.12.2017 10:47;;;;;Наличные;Завершен;Яндекс;BMW 5er;;2d11e6d2754f4efe8e82d6414441d417;
Гродненский переулок, 18;Иоанновский мост, Аренда быстроходного катера;;12.12.2017 10:29;12.12.2017 10:43;12.12.2017 10:24;0:13:48;12.12.2017 10:23;;0:02:34;12.12.2017 10:20;12.12.2017 10:20;12.12.2017 10:24;;0;;;1;;0;;30.3628593597,59.9416787852;30.315868,59.939095;;0;;32,76;5055;0;;;;614178;;;;;;;0;12.12.2017 10:20;;;;;Наличные;Завершен;Яндекс;Chevrolet Cruze;;dadc0ef36b5d4b85a78c4a9e59443455;
Рядом с: Малая Бухарестская улица, 5к2;До пункта: Малая Бухарестская улица, 5к2;;;12.12.2017 10:15;12.12.2017 10:06;10:15:02;12.12.2017 10:05;;0:03:41;12.12.2017 10:02;12.12.2017 10:02;12.12.2017 10:06;;0;;;2;;0;;30.410823118,59.8482057361;30.410823118,59.8482057361;;0;;0;5054;0;;;;844178;;;;user;;;0;12.12.2017 10:02;;;;;Наличные;Отменен;Яндекс;Hyundai i40;;c8997d57a4d143098b3686945fa9f7cf;
Рядом с: улица Профессора Качалова;До пункта: Манежный переулок, 11;;12.12.2017 10:03;12.12.2017 10:15;12.12.2017 10:04;0:12:33;12.12.2017 10:01;;0:01:46;12.12.2017 9:59;12.12.2017 9:59;12.12.2017 10:04;;0;;;1;;0;;30.3987874121,59.9158343734;30.3573685357,59.9430853801;;0;;32,58;5053;2048;;;;614178;;;;;;;0;12.12.2017 9:59;;;;;Безналичные;Завершен;Яндекс.Безналичный;Chevrolet Cruze;;4296959ff424492087405329aa56d56a;
территория Славянка, Изборская улица, 3к2;Московское ш., 185, Скания Сервис;;12.12.2017 8:34;12.12.2017 8:53;12.12.2017 8:28;0:18:08;12.12.2017 8:26;;0:05:23;12.12.2017 8:20;12.12.2017 8:20;12.12.2017 8:28;;0;;;1;;0;;30.4735982995,59.7464738013;30.460445,59.769774;;0;;59,04;5052;4096;;;;844178;;;;;;;0;12.12.2017 8:20;;;;;Наличные;Завершен;Яндекс;Hyundai i40;;fc140d9cd8e943ac9c4259843ccc12a4;
Рядом с: территория Славянка, Галицкая улица;До пункта: Пушкин, шоссе Подбельского, 3;;12.12.2017 7:58;12.12.2017 8:07;12.12.2017 8:00;0:08:50;12.12.2017 7:57;;0:00:47;12.12.2017 7:56;12.12.2017 7:56;12.12.2017 8:00;;0;;;1;;0;;30.4622334985,59.7320342616;30.426433,59.737555;;0;;29,34;5051;4096;;;;844178;;;;;;;0;12.12.2017 7:56;;;;;Наличные;Завершен;Яндекс;Hyundai i40;;1960cee6ddc14471a9140a9e15d1d1ed;
улица Орджоникидзе, 37к1;Пулковское шоссе, 25к1;;12.12.2017 7:38;12.12.2017 7:50;12.12.2017 7:38;0:11:41;12.12.2017 7:37;;0:04:33;12.12.2017 7:33;12.12.2017 7:33;12.12.2017 7:38;;0;;;1;;0;;30.3449187589,59.8411633411;30.3187546057,59.8187562273;;0;;31,14;5050;2048;;;;614178;;;;;;;0;12.12.2017 7:33;;;;;Безналичные;Завершен;Яндекс.Безналичный;Chevrolet Cruze;;b54cfe9312cc496394b32b8ccea1fd52;
территория Славянка, Колпинское шоссе, 40к1;Санкт-Петербург, проспект Обуховской Обороны, 130;;;12.12.2017 7:30;12.12.2017 7:34;7:30:03;;;7:29:46;12.12.2017 7:29;12.12.2017 7:29;12.12.2017 7:34;;0;;;1;;0;;30.4861255206,59.7442621725;30.4838703523,59.8515383429;;0;;0;5049;2048;;;;844178;;;;user;;;0;12.12.2017 7:29;;;;;Безналичные;Отменен;Яндекс.Безналичный;Hyundai i40;;3bb7f910b70a44939f05826d8fcd7a6e;
Рядом с: Лиговский проспект, 94к2;До пункта: посёлок Шушары, Вишерская улица, 22;;12.12.2017 0:08;12.12.2017 0:30;12.12.2017 0:04;0:21:46;12.12.2017 0:03;;0:03:54;11.12.2017 23:59;11.12.2017 23:59;12.12.2017 0:04;;0;;;4;;0;;30.355584132,59.9204307427;30.37557804,59.8039978384;;0;;186,66;5048;2048;;;;537178;;;;;;;0;11.12.2017 23:59;;;;;Безналичные;Завершен;Яндекс.Безналичный;BMW 5er;;d1206ba8030a4ab9b58e54e8814e3b2f;
Кронверкская набережная;Двинская улица, 10к5;;11.12.2017 22:46;11.12.2017 23:04;11.12.2017 22:42;0:18:12;11.12.2017 22:42;;0:03:55;11.12.2017 22:38;11.12.2017 22:38;11.12.2017 22:42;;0;;;2;;0;;30.3079441003,59.949471205;30.2491316,59.9068642;;0;;77,58;5047;0;;;;537178;;;;;;;0;11.12.2017 22:38;;;;;Наличные;Завершен;Яндекс;BMW 5er;;d338d9c86fc146d4b0eb5998c55fd652;
улица Рубинштейна, 36;набережная канала Грибоедова, 148-150;;11.12.2017 21:31;11.12.2017 21:42;11.12.2017 21:32;0:11:07;11.12.2017 21:31;;0:04:44;11.12.2017 21:26;11.12.2017 21:26;11.12.2017 21:32;;0;;;2;;0;;30.3432963603,59.9276460911;30.2888282341,59.9206540886;;0;;56,34;5046;6144;;;;537178;;;;;;;0;11.12.2017 21:26;;;;;Безналичные;Завершен;Яндекс.Безналичный;BMW 5er;;7cb5b9b2435e4562ab61f40cdc00d45b;
КАД, 75-й километр, внешнее кольцо;Суворовский проспект, 27;;;11.12.2017 19:27;11.12.2017 19:30;19:27:37;;;19:26:16;11.12.2017 19:26;11.12.2017 19:26;11.12.2017 19:30;;0;;;1;;0;;30.3601077547,59.8151589508;30.373638,59.937081;;0;;0;5045;0;;;;614178;;с квитанцией обязательно;;user;;;0;11.12.2017 19:26;;;;;Наличные;Отменен;Яндекс;Chevrolet Cruze;;5a324a54d5584cc18f6c84f36e059536;
Кирочная улица, 8Б;Московский проспект, 202к5;;11.12.2017 19:00;11.12.2017 19:34;11.12.2017 18:56;0:34:10;11.12.2017 18:54;;0:01:48;11.12.2017 18:52;11.12.2017 18:52;11.12.2017 18:56;;0;;;2;;0;;30.3517537,59.944239;30.3230862441,59.8591590835;;0;;100,62;5044;2048;;;;844178;;;;;;;0;11.12.2017 18:52;;;;;Безналичные;Завершен;Яндекс.Безналичный;Hyundai i40;;11f3b962d9a9441eb84debddb4cf1531;
Рядом с: Шпалерная улица, 54/2;До пункта: Новгородская улица, 23;;;11.12.2017 18:32;11.12.2017 18:40;18:32:01;;;18:31:15;11.12.2017 18:31;11.12.2017 18:31;11.12.2017 18:40;;0;;;2;;0;;30.3739064276,59.9502034677;30.3907444315,59.9409589344;;0;;0;5043;2048;;;;844178;;;;user;;;0;11.12.2017 18:31;;;;;Безналичные;Отменен;Яндекс.Безналичный;Hyundai i40;;ac9d78ba4c0a438cac25fd27bd248047;
Рядом с: Кронверкский проспект, 79/1;До пункта: улица Репина, 28;;11.12.2017 17:22;11.12.2017 17:31;11.12.2017 17:20;0:09:31;11.12.2017 17:20;;0:04:26;11.12.2017 17:16;11.12.2017 17:15;11.12.2017 17:20;;0;;;2;;0;;30.3064304695,59.9498731801;30.286915,59.942949;;0;;46,26;5042;0;;;;844178;;;;;;;0;11.12.2017 17:15;;;;;Наличные;Завершен;Яндекс;Hyundai i40;;c4a7476787604b46ac8308c02709cff7;
Рядом с: улица Хошимина;До пункта: проспект Королёва, 7;;;11.12.2017 16:31;11.12.2017 16:34;16:31:15;;;16:30:53;;11.12.2017 16:30;11.12.2017 16:34;;0;;;1;;0;;30.325170747,60.0527675158;30.2906393948,60.011007058;;0;;0;5041;2048;;;;844178;;;;Reject: manual;;;0;11.12.2017 16:30;;;;;Безналичные;Отменен;Яндекс.Безналичный;Hyundai i40;;34000547702e4a05b6005b4e388ce3ff;
улица Адмирала Черокова, 18к2;набережная реки Фонтанки, 97;;11.12.2017 16:31;11.12.2017 17:05;11.12.2017 16:22;0:34:00;11.12.2017 16:21;;0:03:24;11.12.2017 16:18;11.12.2017 16:18;11.12.2017 16:22;;0;;;4;;0;;30.1418294706,59.853484881;30.322075,59.92387;;0;;197,82;5040;2048;;;;215178;;;;;;;0;11.12.2017 16:18;;;;;Безналичные;Завершен;Яндекс.Безналичный;BMW 5er;;0485a102bc9c4cbf97a5937e5263ca4f;
улица Симонова, 3;посёлок Парголово, Юкковское шоссе, 8к2;;;11.12.2017 16:16;11.12.2017 16:18;16:16:53;11.12.2017 16:16;;0:02:22;11.12.2017 16:14;11.12.2017 16:14;11.12.2017 16:18;;0;;;1;;0;;30.324743,60.056387;30.267593,60.108639;;0;;0;5039;0;;;;844178;;;;Reject: manual;;;0;11.12.2017 16:14;;;;;Наличные;Отменен;Яндекс;Hyundai i40;;3a7fdf4fd2a545298687c6fcb5686eea;
Литейный проспект, 57;Синопская набережная;;;11.12.2017 16:01;11.12.2017 16:06;16:01:30;;;16:01:16;;11.12.2017 16:01;11.12.2017 16:06;;0;;;4;;0;;30.3478802467,59.9347825575;30.389871,59.929894;;0;;0;5038;2048;;;;805178;;;;Reject: autocancel;;;0;11.12.2017 16:01;;;;;Безналичные;Отменен;Яндекс.Безналичный;BMW 5er;;40664ec2e5584abd9f3a397a4e89b0c5;
Большая Монетная улица, 16к5;просп. Энгельса, 154, ТРК Гранд Каньон;;11.12.2017 15:07;11.12.2017 15:51;11.12.2017 15:08;0:44:10;11.12.2017 15:06;;0:03:39;11.12.2017 15:02;11.12.2017 15:02;11.12.2017 15:08;;0;;;2;;0;;30.3216708179,59.9624405799;30.336702,60.058312;;0;;95,4;5037;2048;;;;844178;;;;;;;0;11.12.2017 15:02;;;;;Безналичные;Завершен;Яндекс.Безналичный;Hyundai i40;;db14610c7fe54057967c730254c4c0fe;
Рядом с: Ланская улица, 6;До пункта: Большой Сампсониевский просп., 45, Медицинский центр XXI век;;11.12.2017 14:42;11.12.2017 14:51;11.12.2017 14:38;0:08:19;11.12.2017 14:40;;0:09:21;11.12.2017 14:31;11.12.2017 14:31;11.12.2017 14:38;;0;;;2;;0;;30.3228902194,59.9975451121;30.342255,59.969867;;0;;55,08;5036;6144;;;;844178;;;;;;;0;11.12.2017 14:31;;;;;Безналичные;Завершен;Яндекс.Безналичный;Hyundai i40;;fb3b71058d5c4a56bcfd4eb6105c1aa8;
Стремянная улица, 7;Лиговский проспект, 194;;;11.12.2017 13:54;11.12.2017 14:00;13:54:40;;;13:54:27;;11.12.2017 13:54;11.12.2017 14:00;;0;;;1;;0;;30.350506723,59.9310398089;30.347471,59.909513;;0;;0;5034;0;;;;844178;;;;Reject: manual;;;0;11.12.2017 13:54;;;;;Наличные;Отменен;Яндекс;Hyundai i40;;b0ebe81ad31c412d9f9376e410c9f5f3;
Рядом с: Стремянная улица, 3;До пункта: Шуваловский проспект, 90к1;;;11.12.2017 13:54;11.12.2017 14:00;13:54:58;;;13:54:48;;11.12.2017 13:54;11.12.2017 14:00;;0;;;1;;0;;30.3490612083,59.9311526235;30.193688,59.995386;;0;;0;5035;2048;;;;844178;;;;assigned;;;0;11.12.2017 13:54;;;;;Безналичные;Отменен;Яндекс.Безналичный;Hyundai i40;;95b3739bdbc64163b63ff262f55d2c54;
Рядом с: Батайский переулок, 3;До пункта: Московский проспект, 126;;11.12.2017 13:11;11.12.2017 13:20;11.12.2017 13:10;0:09:10;11.12.2017 13:08;;0:03:55;11.12.2017 13:04;11.12.2017 13:04;11.12.2017 13:10;;0;;;2;;0;;30.3208624313,59.9135212111;30.320342,59.889255;;0;;56,52;5033;0;;;;804178;;;;;;;0;11.12.2017 13:04;;;;;Наличные;Завершен;Яндекс;BMW 5er;;f378089c058f41d0b0e50ee56de369c0;
улица Вадима Шефнера, 10к1;1-я линия Васильевского острова, 26;;;11.12.2017 11:54;11.12.2017 12:04;11:54:08;;;11:52:08;11.12.2017 11:52;11.12.2017 11:52;11.12.2017 12:04;;0;;;1;;0;;30.2044196349,59.9384213385;30.288847,59.942606;;0;;0;5031;2048;;;;605178;;;;user;;;0;11.12.2017 11:52;;;;;Безналичные;Отменен;Яндекс.Безналичный;Chevrolet Cruze;;889f48a9c1ec486995f37fe64daeff68;
Рядом с: Морская набережная;До пункта: Гельсингфорсская улица, 4;;11.12.2017 11:59;11.12.2017 12:24;11.12.2017 12:00;0:25:17;11.12.2017 11:58;;0:04:19;11.12.2017 11:54;11.12.2017 11:54;11.12.2017 12:00;;0;;;1;;0;;30.2108947687,59.9385353665;30.3373174061,59.9744312312;;0;;57,96;5032;2048;;;;605178;;;;;;;0;11.12.2017 11:54;;;;;Безналичные;Завершен;Яндекс.Безналичный;Chevrolet Cruze;;0a358c14090e46338d7cc32a70fe08bd;
Рядом с: Парусная улица;До пункта: Большой проспект Васильевского острова, 103Е;;11.12.2017 11:46;11.12.2017 11:52;11.12.2017 11:42;0:05:20;11.12.2017 11:41;;0:03:17;11.12.2017 11:38;11.12.2017 11:38;11.12.2017 11:42;;0;;;1;;0;;30.2250510869,59.9381542465;30.2312952757,59.9305221318;;0;;22,14;5030;2048;;;;605178;;;;;;;0;11.12.2017 11:38;;;;;Безналичные;Завершен;Яндекс.Безналичный;Chevrolet Cruze;;d03f96868a0748128dc0373c6efae6ef;
Рядом с: Лиговский проспект, 47;До пункта: проспект Космонавтов, 61к1;;10.12.2017 23:48;11.12.2017 0:03;10.12.2017 23:48;0:15:09;10.12.2017 23:41;;0:04:03;10.12.2017 23:37;10.12.2017 23:37;10.12.2017 23:48;;0;;;1;;0;;30.3598732256,59.9297500198;30.3566592139,59.8402407159;;0;;48,96;5029;4096;;;;614178;;;;;;;0;10.12.2017 23:37;;;;;Наличные;Завершен;Яндекс;Chevrolet Cruze;;8a3c3467d17b48aba66d928a53f110c2;
Лесной проспект, 37к6;проспект Королёва, 7;;10.12.2017 22:26;10.12.2017 22:38;10.12.2017 22:20;0:11:09;10.12.2017 22:20;;0:06:23;10.12.2017 22:14;10.12.2017 22:13;10.12.2017 22:20;;0;;;1;;0;;30.3473304791,59.9806520834;30.290715,60.010731;;0;;39,78;5028;0;;;;614178;;;;;;;0;10.12.2017 22:13;;;;;Наличные;Завершен;Яндекс;Chevrolet Cruze;;222f229ce30e47268a13874181185475;
Рядом с: Бородинская улица, 1/88;До пункта: Диагональная улица, 8;;10.12.2017 22:00;10.12.2017 22:17;10.12.2017 21:56;0:16:14;10.12.2017 21:55;;0:05:26;10.12.2017 21:49;10.12.2017 21:49;10.12.2017 21:56;;0;;;1;;0;;30.3305751693,59.9258129379;30.348432,59.981591;;0;;60,3;5027;0;;;;614178;;;;;;;0;10.12.2017 21:49;;;;;Наличные;Завершен;Яндекс;Chevrolet Cruze;;d43621ea922b4b5b92788c61ec87d7ed;
Рядом с: проспект Энгельса, 124к1А;До пункта: улица Марата, 59;;10.12.2017 21:20;10.12.2017 21:50;10.12.2017 21:20;0:30:00;10.12.2017 21:20;;0:06:02;10.12.2017 21:14;10.12.2017 21:14;10.12.2017 21:20;;0;;;1;;0;;30.3250220907,60.040645403;30.34704,59.922201;;0;;66,06;5026;0;;;;614178;;;;;;;0;10.12.2017 21:14;;;;;Наличные;Завершен;Яндекс;Chevrolet Cruze;;912b7c8de6d44b95a5401dc0c1eab671;
проспект Ударников, 47;Кондратьевский проспект, 63к2;;10.12.2017 20:20;10.12.2017 20:34;10.12.2017 20:20;0:14:06;10.12.2017 20:18;;0:01:56;10.12.2017 20:16;10.12.2017 20:16;10.12.2017 20:20;;0;;;1;;0;;30.4896317112,59.9556609217;30.3945322954,59.9759031088;;0;;38,52;5025;6144;;;;614178;;;;;;;0;10.12.2017 20:16;;;;;Безналичные;Завершен;Яндекс.Безналичный;Chevrolet Cruze;;7b2872beaf7741fabe9820df13abda21;
улица Коммуны, 44к1;Тихорецкий проспект, 20к1;;;10.12.2017 20:13;10.12.2017 20:00;20:13:45;10.12.2017 20:00;;0:04:15;10.12.2017 19:56;10.12.2017 19:56;10.12.2017 20:00;;0;;;1;;0;;30.4947775754,59.9555112127;30.3673122462,60.0165310424;;0;;0;5024;0;;;;614178;;;;Reject: manual;;;0;10.12.2017 19:56;;;;;Наличные;Отменен;Яндекс;Chevrolet Cruze;;e1fdf966df7243cdb6d8877963f87848;
набережная канала Грибоедова, 70;просп. Медиков, 3, A2 Green Concert;;10.12.2017 18:50;10.12.2017 19:11;10.12.2017 18:44;0:20:47;10.12.2017 18:42;;0:03:39;10.12.2017 18:39;10.12.2017 18:39;10.12.2017 18:44;;0;;;4;;0;;30.3120277872,59.9257649808;30.31505,59.969079;;0;;133,02;5023;2048;;;;805178;;;;;;;0;10.12.2017 18:39;;;;;Безналичные;Завершен;Яндекс.Безналичный;BMW 5er;;4de6ea1e5da24cdd8258e69d3f78da57;
Рядом с: Ленинский проспект, 147к2;До пункта: Дворцовая набережная, 20;;10.12.2017 18:07;10.12.2017 18:38;10.12.2017 18:04;0:30:27;10.12.2017 18:03;;0:03:04;10.12.2017 18:00;10.12.2017 18:00;10.12.2017 18:04;;0;;;1;;0;;30.2951376744,59.8507166042;30.321204,59.943872;;0;;66,24;5022;2048;;;;614178;;;;;;;0;10.12.2017 18:00;;;;;Безналичные;Завершен;Яндекс.Безналичный;Chevrolet Cruze;;8642004199044f36bfd75305a35e9478;
проспект Юрия Гагарина, 34к3;улица Костюшко, 12;;10.12.2017 17:45;10.12.2017 17:55;10.12.2017 17:42;0:09:16;10.12.2017 17:42;;0:04:23;10.12.2017 17:37;10.12.2017 17:37;10.12.2017 17:42;;0;;;1;;0;;30.3411562022,59.8465981064;30.3004554895,59.8488969501;;0;;27,54;5021;0;;;;614178;;;;;;;0;10.12.2017 17:37;;;;;Наличные;Завершен;Яндекс;Chevrolet Cruze;;2b978c7cd61247b584af39475cb34ac7;
Рядом с: улица Савушкина, 7к3;До пункта: аэропорт Пулково;;10.12.2017 16:29;10.12.2017 17:22;10.12.2017 16:28;0:52:38;10.12.2017 16:25;;0:06:33;10.12.2017 16:18;10.12.2017 16:18;10.12.2017 16:28;;0;;;4;;0;;30.2979478444,59.9869261196;30.271743,59.799919;;0;;339,84;5020;2048;;;;215178;;;;;;;0;10.12.2017 16:18;;;;;Безналичные;Завершен;Яндекс.Безналичный;BMW 5er;;e59e0f129de043ea86eda8dd5339c45b;
Песочная набережная;набережная Мартынова, 16;;10.12.2017 14:55;10.12.2017 15:03;10.12.2017 14:50;0:07:37;10.12.2017 14:53;;0:13:58;10.12.2017 14:39;10.12.2017 14:39;10.12.2017 14:50;;0;;;4;;0;;30.2937526671,59.9737099803;30.260451,59.974518;;0;;100,08;5019;0;;;;804178;;;;;;;0;10.12.2017 14:39;;;;;Наличные;Завершен;Яндекс;BMW 5er;;ca8b8d00d962436cb7dc78684c8b2249;
Ковенский переулок, 5;Петропавловская крепость, 3;;10.12.2017 14:05;10.12.2017 14:34;10.12.2017 14:02;0:28:58;10.12.2017 13:58;;0:01:02;10.12.2017 13:57;10.12.2017 13:57;10.12.2017 14:02;;0;;;4;;0;;30.3561258815,59.9373035107;30.316641,59.949551;;0;;108,54;5018;0;;;;804178;;;;;;;0;10.12.2017 13:57;;;;;Наличные;Завершен;Яндекс;BMW 5er;;7aadf70df3e6430e9d0645437041d246;
Рядом с: Большая Морская улица, 39Б;До пункта: Потёмкинская улица, 4;;10.12.2017 13:38;10.12.2017 13:48;10.12.2017 13:38;0:09:24;10.12.2017 13:36;;0:03:36;10.12.2017 13:33;10.12.2017 13:33;10.12.2017 13:38;;0;;;4;;0;;30.3086695375,59.9335753592;30.368698,59.945765;;0;;113,04;5017;0;;;;804178;;;;;;;0;10.12.2017 13:33;;;;;Наличные;Завершен;Яндекс;BMW 5er;;860ce1037f404340b57783d89c493c40;
улица Ворошилова, 33к1;Средний проспект Васильевского острова, 18А;;;10.12.2017 10:51;10.12.2017 10:58;10:51:58;;;10:51:45;;10.12.2017 10:51;10.12.2017 10:58;;0;;;4;;0;;30.4655334184,59.9322237621;30.28263,59.944107;;0;;0;5016;0;;;;537178;;;;requestconfirm status 404;;;0;10.12.2017 10:51;;;;;Наличные;Отменен;Яндекс;BMW 5er;;048f7c73523746169dfa10819c8e942a;
улица Савушкина, 143;Комендантская площадь, 1, ТРК Атмосфера;;10.12.2017 8:48;10.12.2017 9:01;10.12.2017 8:42;0:13:08;10.12.2017 8:42;;0:06:06;10.12.2017 8:36;10.12.2017 8:35;10.12.2017 8:42;;0;;;2;;0;;30.2018475584,59.9897904013;30.260274,60.007599;;0;;68,58;5015;2048;;;;215820;;;;;;;0;10.12.2017 8:35;;;;;Безналичные;Завершен;Яндекс.Безналичный;BMW 5er;;23166df04033441689e0af480083481e;
Пулковское шоссе, 14Г;Захарьевская улица, 39;;10.12.2017 6:28;10.12.2017 6:54;10.12.2017 6:18;0:25:58;10.12.2017 6:18;;0:05:09;10.12.2017 6:13;10.12.2017 6:13;10.12.2017 6:18;;0;;;1;;0;;30.3258865786,59.8318767925;30.3650860566,59.9474453897;;0;;75,06;5014;0;;;;614178;;;;;;;0;10.12.2017 6:13;;;;;Наличные;Завершен;Яндекс;Chevrolet Cruze;;739cf987146b4aad8a7cd7d1e563914a;
Невский проспект, 20;3 линия, метро Пролетарская;;;10.12.2017 2:58;10.12.2017 3:02;2:58:38;;;2:57:37;10.12.2017 2:57;10.12.2017 2:57;10.12.2017 3:02;;0;;;1;;0;;30.321284091,59.9362233594;30.470315,59.865122;;0;;0;5013;0;;;;803178;;;;user;;;0;10.12.2017 2:57;;;;;Наличные;Отменен;Яндекс;Volkswagen Polo;;9d73725859ea4c8588cc6fc650180c15;
Рядом с: Московский проспект;До пункта: Садовая ул., 12, Ресторан Мадагаскар;;10.12.2017 2:31;10.12.2017 2:40;10.12.2017 2:32;0:08:54;10.12.2017 2:31;;0:02:38;10.12.2017 2:29;10.12.2017 2:28;10.12.2017 2:32;;0;;;4;;0;;30.3178808101,59.9263423367;30.336116,59.935534;;0;;92,52;5012;0;;;;759178;;;;;;;0;10.12.2017 2:28;;;;;Наличные;Завершен;Яндекс;BMW 5er;;dd76fd1b4bc143678582cfe1f2336d41;
ул. Правды, 10, Официальная гостиница Эрмитаж;Московский проспект, 190;;10.12.2017 2:30;10.12.2017 2:42;10.12.2017 1:56;0:12:07;10.12.2017 1:56;;0:05:22;10.12.2017 1:50;10.12.2017 1:50;10.12.2017 1:56;;0;;;4;;0;;30.3430157485,59.9237192923;30.3215557754,59.8640010341;;0;;191,16;5011;0;;;;805178;;;;;;;0;10.12.2017 1:50;;;;;Наличные;Завершен;Яндекс;BMW 5er;;3f31e6b1165049a8969aa35674ecb798;
Василеостровский район, муниципальный округ № 7;Пушкин, Колокольный переулок, 5;;10.12.2017 1:38;10.12.2017 2:23;10.12.2017 1:32;0:45:03;10.12.2017 1:38;;0:10:39;10.12.2017 1:27;10.12.2017 1:27;10.12.2017 1:32;;0;;;1;;0;;30.3045550219,59.9447953395;30.3870262064,59.7068411268;;0;;172,08;5010;2048;;;;614178;;;;;;;0;10.12.2017 1:27;;;;;Безналичные;Завершен;Яндекс.Безналичный;Chevrolet Cruze;;28f48c3c4b87489eb2d73763e8094448;
Рядом с: улица Марата;До пункта: ул. Марата, 11, Отель Гельвеция;;10.12.2017 1:23;10.12.2017 1:46;10.12.2017 1:22;0:23:29;10.12.2017 1:20;;0:03:15;10.12.2017 1:17;10.12.2017 1:17;10.12.2017 1:22;;0;;;4;;0;;30.3541585427,59.9295573627;30.353881,59.929615;;0;;142,2;5009;2048;;;;759178;;;;;;;0;10.12.2017 1:17;;;;;Безналичные;Завершен;Яндекс.Безналичный;BMW 5er;;a07e776caaa84f1eacfb71b45ce40d1b;
Рядом с: Гражданская улица, 27;До пункта: Сестрорецк, Советский проспект, 39;;;10.12.2017 0:55;10.12.2017 1:00;0:55:39;;;0:55:35;;10.12.2017 0:55;10.12.2017 1:00;;0;;;1;;0;;30.3087170576,59.9272662217;29.974823,60.067712;;0;;0;5008;2048;;;;704178;;;;Reject: manual;;;0;10.12.2017 0:55;;;;;Безналичные;Отменен;Яндекс.Безналичный;Volkswagen Polo;;50037e9addb642768cd47f462c6f95b3;
Рядом с: набережная канала Грибоедова;До пункта: улица Тимирязева;;;10.12.2017 0:51;10.12.2017 0:56;0:51:35;;;0:51:30;;10.12.2017 0:51;10.12.2017 0:56;;0;;;1;;0;;30.3193815,59.9304166;30.075641,59.825931;;0;;0;5006;0;;;;704178;;;;Reject: manual;;;0;10.12.2017 0:51;;;;;Наличные;Отменен;Яндекс;Volkswagen Polo;;b05a70510c2d45e78e7c5a0927b200cb;
Рядом с: набережная реки Фонтанки;До пункта: 17-я линия Васильевского острова, 40;;;10.12.2017 0:55;10.12.2017 0:56;0:55:19;;;0:51:51;10.12.2017 0:51;10.12.2017 0:51;10.12.2017 0:56;;0;;;1;;0;;30.3370736571,59.9294251835;30.264017,59.940659;;0;;0;5007;2048;;;;704178;;;;user;;;0;10.12.2017 0:51;;;;;Безналичные;Отменен;Яндекс.Безналичный;Volkswagen Polo;;29fafc57bfb743c080c7ed89482ca0bf;
посёлок Парголово, Заречная улица, 33;проспект Косыгина, 9к2;;10.12.2017 0:55;10.12.2017 1:20;10.12.2017 0:50;0:25:52;10.12.2017 0:49;;0:10:49;10.12.2017 0:38;10.12.2017 0:38;10.12.2017 0:50;;0;;;4;;0;;30.333144946,60.080790413;30.4697450896,59.9401368676;;0;;288,54;5004;0;;;;537178;;;;;;;0;10.12.2017 0:38;;;;;Наличные;Завершен;Яндекс;BMW 5er;;2fe28422ed5a4ea6bc3932fe64c639ba;
улица Рубинштейна, 23;Шкиперский проток, 20;;;10.12.2017 0:40;10.12.2017 0:44;0:40:05;;;0:40:04;;10.12.2017 0:40;10.12.2017 0:44;;0;;;4;;0;;30.3432461369,59.9278673668;30.219542,59.936187;;0;;0;5005;2048;;;;805178;;;;user;;;0;10.12.2017 0:40;;;;;Безналичные;Отменен;Яндекс.Безналичный;BMW 5er;;e21afbc4ada94e15842dbc8c01854157;
проспект Герцена, 19;Санкт-Петербург, 2-я линия Васильевского острова, 3;;10.12.2017 0:42;10.12.2017 1:27;10.12.2017 0:40;0:44:21;10.12.2017 0:40;;0:06:14;10.12.2017 0:34;10.12.2017 0:34;10.12.2017 0:40;;0;;;1;;0;;30.6553588149,60.0094429;30.290554,59.939077;;0;;138,78;5003;0;;;;614178;;;;;;;0;10.12.2017 0:34;;;;;Наличные;Завершен;Яндекс;Chevrolet Cruze;;de08c44541ed4afb9814ab2a06bb8232;
